Disabled,Partner,Condition,ParID_0,StartTime_0,StopTime_0,GoodnessClicks_0,NumLettersTyped_0,ChangeLog__0,ParID_1,StartTime_1,StopTime_1,GoodnessClicks_1,NumLettersTyped_1,ChangeLog__1,ParID_2,StartTime_2,StopTime_2,GoodnessClicks_2,NumLettersTyped_2,ChangeLog__2,ParID_3,StartTime_3,StopTime_3,GoodnessClicks_3,NumLettersTyped_3,ChangeLog__3,ParID_4,StartTime_4,StopTime_4,GoodnessClicks_4,NumLettersTyped_4,ChangeLog__4,ParID_5,StartTime_5,StopTime_5,GoodnessClicks_5,NumLettersTyped_5,ChangeLog__5,ParID_6,StartTime_6,StopTime_6,GoodnessClicks_6,NumLettersTyped_6,ChangeLog__6,ParID_7,StartTime_7,StopTime_7,GoodnessClicks_7,NumLettersTyped_7,ChangeLog__7,ParID_8,StartTime_8,StopTime_8,GoodnessClicks_8,NumLettersTyped_8,ChangeLog__8,ParID_9,StartTime_9,StopTime_9,GoodnessClicks_9,NumLettersTyped_9,ChangeLog__9
me@google,you@google,recreationNgrams,430,1364932420.09,0,49,{'goodnessClick': [], 'insertWord': [1364931499.099469, 1364931499.411311, 1364931499.426541, 1364931499.651072, 1364931499.754523, 1364931501.019869, 1364931513.147122, 1364931513.371164, 1364931513.531744, 1364931513.802665, 1364931514.146668, 1364931514.563398, 1364931713.571412, 1364931713.723009, 1364931714.76366, 1364931989.012055, 1364931989.099714, 1364931989.170897, 1364932021.522669, 1364932205.019955, 1364932205.195436, 1364932205.379772, 1364932217.187214, 1364932288.836157, 1364932288.979557, 1364932289.115653, 1364932289.939766, 1364932296.972014, 1364932297.32075, 1364932297.466782, 1364932298.139753, 1364932298.243083, 1364932298.387508, 1364932298.643481, 1364932298.93956, 1364932315.763607, 1364932315.901441, 1364932316.083076, 1364932317.803848, 1364932317.94123, 1364932318.803717, 1364932318.8834, 1364932319.075738, 1364932334.595956, 1364932335.378913, 1364932335.556065, 1364932335.747718, 1364932335.906638, 1364932337.931768]}400,0,0,8,{'goodnessClick': [], 'insertWord': [1364933862.172975, 1364933862.176504, 1364933862.177193, 1364933862.177872, 1364933862.178556, 1364933862.179262, 1364933862.179944, 1364933862.18062]}
